CAS No	Chemical Name	IUPAC Name	Hazard Classification
(464-07-3)[14C]-M1A1	[14C]-Pinacolyl methylphosphonofluoridate	[14C]-Pinacolyl methylphosphonofluoridate	
(4730-22-7)-E1A1	"1,5-Dimethylhexyl ethylphosphonofluoridate"	"1,5-Dimethylhexyl ethylphosphonofluoridate"	
(4730-22-7)-I1A1	"1,5-Dimethylhexyl isopropylphosphonofluoridate"	"1,5-Dimethylhexyl isopropylphosphonofluoridate"	
(4730-22-7)-P1A1	"1,5-Dimethylhexyl propylphosphonofluoridate"	"1,5-Dimethylhexyl propylphosphonofluoridate"	
(502-41-0)-1A2-EE	"Cycloheptyl N,N-diethylphosphoramidocyanidate"	"Cycloheptyl N,N-diethylphosphoramidocyanidate"	
(502-41-0)-1A2-MM	"Cycloheptyl N,N-dimethylphosphoramidocyanidate"	"Cycloheptyl N,N-dimethylphosphoramidocyanidate"	
"(505-60-2)-[1,1-14C]"	Bis(2-chloroethyl-[1-14C])sulfide	Bis(2-chloroethyl-[1-14C])sulfide	
"(505-60-2)-[1,2-14C]"	"(2-Chloroethyl)(2-chloroethyl-[1,2-14C])sulfide"	"(2-Chloroethyl)(2-chloroethyl-[1,2-14C])sulfide"	
(505-60-2)-[1-14C]	(2-Chloroethyl)(2-chloroethyl-[1-14C])sulfide	(2-Chloroethyl)(2-chloroethyl-[1-14C])sulfide	
"(505-60-2)-[2,2-14C]"	Bis(2-chloroethyl-[2-14C])sulfide	Bis(2-chloroethyl-[2-14C])sulfide	
(505-60-2)-[2-14C]	(2-Chloroethyl)(2-chloroethyl-[2-14C])sulfide	(2-Chloroethyl)(2-chloroethyl-[2-14C])sulfide	
"(51-75-2)-E[1,2-14C]Cl"	"(2-Chloroethyl)(2-chloroethyl-[1,2-14C])methylamine"	"(2-Chloroethyl)(2-chloroethyl-[1,2-14C])methylamine"	
(51-75-2)-E[1-14C]Cl	(2-Chloroethyl)(2-chloroethyl-[1-14C])methylamine	(2-Chloroethyl)(2-chloroethyl-[1-14C])methylamine	
(51-75-2)-E[2-14C]Cl	(2-Chloroethyl)(2-chloroethyl-[2-14C])methylamine	(2-Chloroethyl)(2-chloroethyl-[2-14C])methylamine	
(51-75-2)-M[14C]	Bis(2-chloroethyl)methyl-[14C]-amine	Bis(2-chloroethyl)methyl-[14C]-amine	
(5337-72-4)-1A2-EE	"2,6-Dimethylcyclohexyl N,N-diethylphosphoramidocyanidate"	"2,6-Dimethylcyclohexyl N,N-diethylphosphoramidocyanidate"	
(5337-72-4)-1A2-II	"2,6-Dimethylcyclohexyl N,N-diisopropylphosphoramidocyanidate"	"2,6-Dimethylcyclohexyl N,N-diisopropylphosphoramidocyanidate"	
(5337-72-4)-1A2-IP	"2,6-Dimethylcyclohexyl N-isopropyl-N-propylphosphoramidocyanidate"	"2,6-Dimethylcyclohexyl N-isopropyl-N-propylphosphoramidocyanidate"	
(5337-72-4)-1A2-MM	"2,6-Dimethylcyclohexyl N,N-dimethylphosphoramidocyanidate"	"2,6-Dimethylcyclohexyl N,N-dimethylphosphoramidocyanidate"	
(5337-72-4)-1A2-PP	"2,6-Dimethylcyclohexyl N,N-dipropylphosphoramidocyanidate"	"2,6-Dimethylcyclohexyl N,N-dipropylphosphoramidocyanidate"	
(5337-72-4)-E1A1	"2,6-Dimethylcyclohexyl ethylphosphonofluoridate"	"2,6-Dimethylcyclohexyl ethylphosphonofluoridate"	
(5337-72-4)-I1A1	"2,6-Dimethylcyclohexyl isopropylphosphonofluoridate"	"2,6-Dimethylcyclohexyl isopropylphosphonofluoridate"	
(5337-72-4)-I1A3-II	"2,6-Dimethylcyclohexyl S-2-diisopropylaminoethyl isopropylphosphonothiolate"	"2,6-Dimethylcyclohexyl S-2-diisopropylaminoethyl isopropylphosphonothiolate"	
(5337-72-4)-I2B41-S(Na)	"2,6-Dimethylcyclohexyl S-sodium isopropylphosphonothiolate"	"2,6-Dimethylcyclohexyl S-sodium isopropylphosphonothiolate"	
(5337-72-4)-P1A1	"2,6-Dimethylcyclohexyl propylphosphonofluoridate"	"2,6-Dimethylcyclohexyl propylphosphonofluoridate"	
"(538-07-8)-E[1,2-14C]"	"Bis(2-chloroethyl)ethyl-[1,2-14C]-amine"	"Bis(2-chloroethyl)ethyl-[1,2-14C]-amine"	
"(538-07-8)-E[1,2-14C]Cl"	"(2-Chloroethyl)(2-chloroethyl-[1,2-14C])ethylamine"	"(2-Chloroethyl)(2-chloroethyl-[1,2-14C])ethylamine"	
(538-07-8)-E[1-14C]	Bis(2-chloroethyl)ethyl-[1-14C]-amine	Bis(2-chloroethyl)ethyl-[1-14C]-amine	
(538-07-8)-E[1-14C]Cl	(2-Chloroethyl)(2-chloroethyl-[1-14C])ethylamine	(2-Chloroethyl)(2-chloroethyl-[1-14C])ethylamine	
(538-07-8)-E[2-14C]	Bis(2-chloroethyl)ethyl-[2-14C]-amine	Bis(2-chloroethyl)ethyl-[2-14C]-amine	
(538-07-8)-E[2-14C]Cl	(2-Chloroethyl)(2-chloroethyl-[2-14C])ethylamine	(2-Chloroethyl)(2-chloroethyl-[2-14C])ethylamine	
"(541-25-3)-[1,2-14C]"	"2-Chlorovinyl-[1,2-14C]-dichloroarsine"	"2-Chlorovinyl-[1,2-14C]-dichloroarsine"	
(543-49-7)-M2B41-(543-49-7)	Bis(1-methylhexyl) methylphosphonate	Bis(1-methylhexyl) methylphosphonate	
(543-49-7)-M2B41	1-Methylhexyl methylphosphonate	1-Methylhexyl methylphosphonate	
(5441-52-1)-E1A1	"3,5-Dimethylcyclohexyl ethylphosphonofluoridate"	"3,5-Dimethylcyclohexyl ethylphosphonofluoridate"	
(5441-52-1)-I1A1	"3,5-Dimethylcyclohexyl isopropylphosphonofluoridate"	"3,5-Dimethylcyclohexyl isopropylphosphonofluoridate"	
(5441-52-1)-I1A3-II	"3,5-Dimethylcyclohexyl S-2-diisopropylaminoethyl isopropylphosphonothiolate"	"3,5-Dimethylcyclohexyl S-2-diisopropylaminoethyl isopropylphosphonothiolate"	
(5441-52-1)-I2B42-S(Na)	"3,5-Dimethylcyclohexyl S-sodium isopropylphosphonothiolate"	"3,5-Dimethylcyclohexyl S-sodium isopropylphosphonothiolate"	
(5441-52-1)-P1A1	"3,5-Dimethylcyclohexyl propylphosphonofluoridate"	"3,5-Dimethylcyclohexyl propylphosphonofluoridate"	
"(555-77-1)-E[1,2-14C]"	Bis(2-chloroethyl)(2-chloroethyl-[14C2])amine	Bis(2-chloroethyl)(2-chloroethyl-[14C2])amine	
(555-77-1)-E[1-14C]	Bis(2-chloroethyl)(2-chloroethyl-[1-14C])amine	Bis(2-chloroethyl)(2-chloroethyl-[1-14C])amine	
(555-77-1)-E[2-14C]	Bis(2-chloroethyl)(2-chloroethyl-[2-14C])amine	Bis(2-chloroethyl)(2-chloroethyl-[2-14C])amine	
(5582-82-1)-1A2-MM	"1-Ethyl-1-methylpentyl N,N-dimethylphosphoramidocyanidate"	"1-Ethyl-1-methylpentyl N,N-dimethylphosphoramidocyanidate"	
(5582-82-1)-M1A1	1-Ethyl-1-methylpentyl methylphosphonofluoridate	1-Ethyl-1-methylpentyl methylphosphonofluoridate	
(565-60-6)-E1A3-EE	"1,2-Dimethylbutyl S-2-diethylaminoethyl ethylphosphonothiolate"	"1,2-Dimethylbutyl S-2-diethylaminoethyl ethylphosphonothiolate"	
(565-60-6)-E1A3-II	"1,2-Dimethylbutyl S-2-diisopropylaminoethyl ethylphosphonothiolate"	"1,2-Dimethylbutyl S-2-diisopropylaminoethyl ethylphosphonothiolate"	
(565-60-6)-E1A3-MM	"1,2-Dimethylbutyl S-2-dimethylaminoethyl ethylphosphonothiolate"	"1,2-Dimethylbutyl S-2-dimethylaminoethyl ethylphosphonothiolate"	
(565-60-6)-E1A3-PP	"1,2-Dimethylbutyl S-2-dipropylaminoethyl ethylphosphonothiolate"	"1,2-Dimethylbutyl S-2-dipropylaminoethyl ethylphosphonothiolate"	
(565-60-6)-M1A3-EE	"1,2-Dimethylbutyl S-2-diethylaminoethyl methylphosphonothiolate"	"1,2-Dimethylbutyl S-2-diethylaminoethyl methylphosphonothiolate"	
(565-60-6)-M1A3-II	"1,2-Dimethylbutyl S-2-diisopropylaminoethyl methylphosphonothiolate"	"1,2-Dimethylbutyl S-2-diisopropylaminoethyl methylphosphonothiolate"	
(565-60-6)-M1A3-MM	"1,2-Dimethylbutyl S-2-dimethylaminoethyl methylphosphonothiolate"	"1,2-Dimethylbutyl S-2-dimethylaminoethyl methylphosphonothiolate"	
(565-60-6)-M1A3-PP	"1,2-Dimethylbutyl S-2-dipropylaminoethyl methylphosphonothiolate"	"1,2-Dimethylbutyl S-2-dipropylaminoethyl methylphosphonothiolate"	
(565-60-6)-M2B41-(464-07-3)	"1,2-Dimethylbutyl pinacolyl methylphosphonate"	"1,2-Dimethylbutyl pinacolyl methylphosphonate"	
(565-60-6)-M2B41-(565-60-6)	"Bis(1,2-dimethylbutyl) methylphosphonate"	"Bis(1,2-dimethylbutyl) methylphosphonate"	
(565-60-6)-P1A1	"1,2-Dimethylbutyl propylphosphonofluoridate"	"1,2-Dimethylbutyl propylphosphonofluoridate"	
(565-67-3)-M2B41-(464-07-3)	1-Ethyl-2-methylpropyl pinacolyl methylphosphonate	1-Ethyl-2-methylpropyl pinacolyl methylphosphonate	
(565-67-3)-M2B41-(565-67-3)	Bis(1-ethyl-2-methylpropyl) methylphosphonate	Bis(1-ethyl-2-methylpropyl) methylphosphonate	
(57706-88-4)-1A2-MM	"1,5-Dimethyl-1-ethylhexyl N,N-dimethylphosphoramidocyanidate"	"1,5-Dimethyl-1-ethylhexyl N,N-dimethylphosphoramidocyanidate"	
(57706-88-4)-M1A1	"1,5-Dimethyl-1-ethylhexyl methylphosphonofluoridate"	"1,5-Dimethyl-1-ethylhexyl methylphosphonofluoridate"	
(58175-57-8)-E1A1	2-Propylpentyl ethylphosphonofluoridate	2-Propylpentyl ethylphosphonofluoridate	
(58175-57-8)-I1A1	2-Propylpentyl isopropylphosphonofluoridate	2-Propylpentyl isopropylphosphonofluoridate	
(58175-57-8)-P1A1	2-Propylpentyl propylphosphonofluoridate	2-Propylpentyl propylphosphonofluoridate	
(583-59-5)-E1A1	2-Methylcyclohexyl ethylphosphonofluoridate	2-Methylcyclohexyl ethylphosphonofluoridate	
(583-59-5)-I1A1	2-Methylcyclohexyl isopropylphosphonofluoridate	2-Methylcyclohexyl isopropylphosphonofluoridate	
(583-59-5)-P1A1	2-Methylcyclohexyl propylphosphonofluoridate	2-Methylcyclohexyl propylphosphonofluoridate	
(584-02-1)-E1A3-EE	1-Ethylpropyl S-2-diethylaminoethyl ethylphosphonothiolate	1-Ethylpropyl S-2-diethylaminoethyl ethylphosphonothiolate	
(584-02-1)-E1A3-II	1-Ethylpropyl S-2-diisopropylaminoethyl ethylphosphonothiolate	1-Ethylpropyl S-2-diisopropylaminoethyl ethylphosphonothiolate	
(584-02-1)-E1A3-MM	1-Ethylpropyl S-2-dimethylaminoethyl ethylphosphonothiolate	1-Ethylpropyl S-2-dimethylaminoethyl ethylphosphonothiolate	
(584-02-1)-E1A3-PP	1-Ethylpropyl S-2-dipropylaminoethyl ethylphosphonothiolate	1-Ethylpropyl S-2-dipropylaminoethyl ethylphosphonothiolate	
(584-02-1)-E2B41-S(Na)	1-Ethylpropyl S-sodium ethylphosphonothiolate	1-Ethylpropyl S-sodium ethylphosphonothiolate	
(584-02-1)-E2B45-O(Na)	O-1-Ethylpropyl O-sodium ethylphosphonothionate	O-1-Ethylpropyl O-sodium ethylphosphonothionate	
(584-02-1)-I1A1	1-Ethylpropyl isopropylphosphonofluoridate	1-Ethylpropyl isopropylphosphonofluoridate	
(584-02-1)-M1A3-EE	1-Ethylpropyl S-2-diethylaminoethyl methylphosphonothiolate	1-Ethylpropyl S-2-diethylaminoethyl methylphosphonothiolate	
(584-02-1)-M1A3-II	1-Ethylpropyl S-2-diisopropylaminoethyl methylphosphonothiolate	1-Ethylpropyl S-2-diisopropylaminoethyl methylphosphonothiolate	
(584-02-1)-M1A3-MM	1-Ethylpropyl S-2-dimethylaminoethyl methylphosphonothiolate	1-Ethylpropyl S-2-dimethylaminoethyl methylphosphonothiolate	
(584-02-1)-M1A3-PP	1-Ethylpropyl S-2-dipropylaminoethyl methylphosphonothiolate	1-Ethylpropyl S-2-dipropylaminoethyl methylphosphonothiolate	
(584-02-1)-M2B41	1-Ethylpropyl methylphosphonate	1-Ethylpropyl methylphosphonate	
(584-02-1)-M2B45-(584-02-1)	"O,O-Bis(1-ethylpropyl) methylphosphonothionate"	"O,O-Bis(1-ethylpropyl) methylphosphonothionate"	
(584-02-1)-M2B45	O-(1-Ethylpropyl) methylphosphonothionate	O-(1-Ethylpropyl) methylphosphonothionate	
(584-02-1)-P2B41-S(Na)	1-Ethylpropyl S-sodium propylphosphonothiolate	1-Ethylpropyl S-sodium propylphosphonothiolate	
(589-35-5)-I1A1	3-Methylpentyl isopropylphosphonofluoridate	3-Methylpentyl isopropylphosphonofluoridate	
(589-35-5)-P1A1	3-Methylpentyl propylphosphonofluoridate	3-Methylpentyl propylphosphonofluoridate	
(589-35-5)-P2B41-S(Na)	4-Methylpentyl S-sodium propylphosphonothiolate	4-Methylpentyl S-sodium propylphosphonothiolate	
(589-55-9)-M2B41-(589-55-9)	Bis(1-propylbutyl) methylphosphonate	Bis(1-propylbutyl) methylphosphonate	
(589-55-9)-M2B41	1-Propylbutyl methylphosphonate	1-Propylbutyl methylphosphonate	
(589-55-9)-M2B45-(589-55-9)	"O,O-Bis(1-propylbutyl) methylphosphonothionate"	"O,O-Bis(1-propylbutyl) methylphosphonothionate"	
(589-55-9)-M2B45	O-(1-Propylbutyl) methylphosphonothionate	O-(1-Propylbutyl) methylphosphonothionate	
(589-62-8)-E1A1	1-Propylpentyl ethylphosphonofluoridate	1-Propylpentyl ethylphosphonofluoridate	
(589-62-8)-I1A1	1-Propylpentyl isopropylphosphonofluoridate	1-Propylpentyl isopropylphosphonofluoridate	
(589-62-8)-M1A1	1-Propylpentyl methylphosphonofluoridate	1-Propylpentyl methylphosphonofluoridate	
(589-62-8)-P1A1	1-Propylpentyl propylphosphonofluoridate	1-Propylpentyl propylphosphonofluoridate	
(589-82-2)-1A2-II	"1-Ethylpentyl N,N-diisopropylphosphoramidocyanidate"	"1-Ethylpentyl N,N-diisopropylphosphoramidocyanidate"	
(589-82-2)-E1A1	1-Ethylpentyl ethylphosphonofluoridate	1-Ethylpentyl ethylphosphonofluoridate	
(589-82-2)-I1A1	1-Ethylpentyl isopropylphosphonofluoridate	1-Ethylpentyl isopropylphosphonofluoridate	
(590-67-0)-1A2-II	"1-Methylcyclohexyl N,N-diisopropylphosphoramidocyanidate"	"1-Methylcyclohexyl N,N-diisopropylphosphoramidocyanidate"	
(597-49-9)-1A2-MM	"1,1-Diethylpropyl N,N-dimethylphosphoramidocyanidate"	"1,1-Diethylpropyl N,N-dimethylphosphoramidocyanidate"	
(597-49-9)-M1A1	"1,1-Diethylpropyl methylphosphonofluoridate"	"1,1-Diethylpropyl methylphosphonofluoridate"	
(598-75-4)-1A2-II	"1,2-Dimethylpropyl N,N-diisopropylphosphoramidocyanidate"	"1,2-Dimethylpropyl N,N-diisopropylphosphoramidocyanidate"	
(598-75-4)-1A2-MM	"1,2-Dimethylpropyl N,N-dimethylphosphoramidocyanidate"	"1,2-Dimethylpropyl N,N-dimethylphosphoramidocyanidate"	
(598-75-4)-E1A1	"1,2-Dimethylpropyl ethylphosphonofluoridate"	"1,2-Dimethylpropyl ethylphosphonofluoridate"	
(598-75-4)-E1A3-EE	"1,2-Dimethylpropyl S-2-diethylaminoethyl ethylphosphonothiolate"	"1,2-Dimethylpropyl S-2-diethylaminoethyl ethylphosphonothiolate"	
(598-75-4)-E1A3-II	"1,2-Dimethylpropyl S-2-diisopropylaminoethyl ethylphosphonothiolate"	"1,2-Dimethylpropyl S-2-diisopropylaminoethyl ethylphosphonothiolate"	
(598-75-4)-E1A3-MM	"1,2-Dimethylpropyl S-2-dimethylaminoethyl ethylphosphonothiolate"	"1,2-Dimethylpropyl S-2-dimethylaminoethyl ethylphosphonothiolate"	
(598-75-4)-E1A3-PP	"1,2-Dimethylpropyl S-2-dipropylaminoethyl ethylphosphonothiolate"	"1,2-Dimethylpropyl S-2-dipropylaminoethyl ethylphosphonothiolate"	
(598-75-4)-E2B45-O(Na)	"O-1,2-Dimethylpropyl O-sodium ethylphosphonothionate"	"O-1,2-Dimethylpropyl O-sodium ethylphosphonothionate"	
(598-75-4)-I1A1	"1,2-Dimethylpropyl isopropylphosphonofluoridate"	"1,2-Dimethylpropyl isopropylphosphonofluoridate"	
(598-75-4)-M1A3-EE	"1,2-Dimethylpropyl S-2-diethylaminoethyl methylphosphonothiolate"	"1,2-Dimethylpropyl S-2-diethylaminoethyl methylphosphonothiolate"	
(598-75-4)-M1A3-II-(+)	"1,2-Dimethylpropyl S-2-diisopropylaminoethyl methylphosphonothiolate (+)"	"1,2-Dimethylpropyl S-2-diisopropylaminoethyl methylphosphonothiolate (+)"	
(598-75-4)-M1A3-II-(-)	"1,2-Dimethylpropyl S-2-diisopropylaminoethyl methylphosphonothiolate (-)"	"1,2-Dimethylpropyl S-2-diisopropylaminoethyl methylphosphonothiolate (-)"	
(598-75-4)-M1A3-II	"1,2-Dimethylpropyl S-2-diisopropylaminoethyl methylphosphonothiolate"	"1,2-Dimethylpropyl S-2-diisopropylaminoethyl methylphosphonothiolate"	
(598-75-4)-M1A3-MM	"1,2-Dimethylpropyl S-2-dimethylaminoethyl methylphosphonothiolate"	"1,2-Dimethylpropyl S-2-dimethylaminoethyl methylphosphonothiolate"	
(598-75-4)-M1A3-PP	"1,2-Dimethylpropyl S-2-dipropylaminoethyl methylphosphonothiolate"	"1,2-Dimethylpropyl S-2-dipropylaminoethyl methylphosphonothiolate"	
(598-75-4)-M2B41-S(103-69-5)-(+)	"1,2-Dimethylpropyl S-(N-ethylbenzenaminium) methylphosphonothiolate (+)"	"1,2-Dimethylpropyl S-(N-ethylbenzenaminium) methylphosphonothiolate (+)"	
(598-75-4)-M2B41-S(103-69-5)-(-)	"1,2-Dimethylpropyl S-(N-ethylbenzenaminium) methylphosphonothiolate (-)"	"1,2-Dimethylpropyl S-(N-ethylbenzenaminium) methylphosphonothiolate (-)"	
(598-75-4)-P1A1	"1,2-Dimethylpropyl propylphosphonofluoridate"	"1,2-Dimethylpropyl propylphosphonofluoridate"	
(600-36-2)-1A2-EE	"1-Isopropyl-2-methylpropyl N,N-diethylphosphoramidocyanidate"	"1-Isopropyl-2-methylpropyl N,N-diethylphosphoramidocyanidate"	
(600-36-2)-1A2-II	"1-Isopropyl-2-methylpropyl N,N-diisopropylphosphoramidocyanidate"	"1-Isopropyl-2-methylpropyl N,N-diisopropylphosphoramidocyanidate"	
(600-36-2)-1A2-IP	1-Isopropyl-2-methylpropyl N-isopropyl-N-propylphosphoramidocyanidate	1-Isopropyl-2-methylpropyl N-isopropyl-N-propylphosphoramidocyanidate	
(600-36-2)-1A2-MM	"1-Isopropyl-2-methylpropyl N,N-dimethylphosphoramidocyanidate"	"1-Isopropyl-2-methylpropyl N,N-dimethylphosphoramidocyanidate"	
(600-36-2)-1A2-PP	"1-Isopropyl-2-methylpropyl N,N-dipropylphosphoramidocyanidate"	"1-Isopropyl-2-methylpropyl N,N-dipropylphosphoramidocyanidate"	
(6032-29-7)-E1A3-EE	1-Methylbutyl S-2-diethylaminoethyl ethylphosphonothiolate	1-Methylbutyl S-2-diethylaminoethyl ethylphosphonothiolate	
(6032-29-7)-E1A3-II	1-Methylbutyl S-2-diisopropylaminoethyl ethylphosphonothiolate	1-Methylbutyl S-2-diisopropylaminoethyl ethylphosphonothiolate	
(6032-29-7)-E1A3-MM	1-Methylbutyl S-2-dimethylaminoethyl ethylphosphonothiolate	1-Methylbutyl S-2-dimethylaminoethyl ethylphosphonothiolate	
(6032-29-7)-E1A3-PP	1-Methylbutyl S-2-dipropylaminoethyl ethylphosphonothiolate	1-Methylbutyl S-2-dipropylaminoethyl ethylphosphonothiolate	
(6032-29-7)-M1A3-EE	1-Methylbutyl S-2-diethylaminoethyl methylphosphonothiolate	1-Methylbutyl S-2-diethylaminoethyl methylphosphonothiolate	
(6032-29-7)-M1A3-II	1-Methylbutyl S-2-diisopropylaminoethyl methylphosphonothiolate	1-Methylbutyl S-2-diisopropylaminoethyl methylphosphonothiolate	
(6032-29-7)-M1A3-MM	1-Methylbutyl S-2-dimethylaminoethyl methylphosphonothiolate	1-Methylbutyl S-2-dimethylaminoethyl methylphosphonothiolate	
(6032-29-7)-M1A3-PP	1-Methylbutyl S-2-dipropylaminoethyl methylphosphonothiolate	1-Methylbutyl S-2-dipropylaminoethyl methylphosphonothiolate	
(6032-29-7)-M2B41-S(Na)	1-Methylbutyl S-sodium methylphosphonothiolate	1-Methylbutyl S-sodium methylphosphonothiolate	
(6032-29-7)-M2B45-(6032-29-7)	"O,O-Bis(1-methylbutyl) methylphosphonothionate"	"O,O-Bis(1-methylbutyl) methylphosphonothionate"	
(6032-29-7)-M2B45	O-(1-Methylbutyl) methylphosphonothionate	O-(1-Methylbutyl) methylphosphonothionate	
(60320-28-7)-E1A3-MM	5-Isopropyl-2-methylcyclohexyl S-2-dimethylaminoethyl ethylphosphonothiolate	5-Isopropyl-2-methylcyclohexyl S-2-dimethylaminoethyl ethylphosphonothiolate	
(6144-93-0)-E1A1	"1,3,3-Trimethylbutyl ethylphosphonofluoridate"	"1,3,3-Trimethylbutyl ethylphosphonofluoridate"	
(6144-93-0)-I1A1	"1,3,3-Trimethylbutyl isopropylphosphonofluoridate"	"1,3,3-Trimethylbutyl isopropylphosphonofluoridate"	
(6144-93-0)-P1A1	"1,3,3-Trimethylbutyl propylphosphonofluoridate"	"1,3,3-Trimethylbutyl propylphosphonofluoridate"	
(623-37-0)-1A2-II	"1-Ethylbutyl N,N-diisopropylphosphoramidocyanidate"	"1-Ethylbutyl N,N-diisopropylphosphoramidocyanidate"	
(623-37-0)-E1A1	1-Ethylbutyl ethylphosphonofluoridate	1-Ethylbutyl ethylphosphonofluoridate	
(623-37-0)-E1A3-EE	1-Ethylbutyl S-2-diethylaminoethyl ethylphosphonothiolate	1-Ethylbutyl S-2-diethylaminoethyl ethylphosphonothiolate	
(623-37-0)-E1A3-II	1-Ethylbutyl S-2-diisopropylaminoethyl ethylphosphonothiolate	1-Ethylbutyl S-2-diisopropylaminoethyl ethylphosphonothiolate	
(623-37-0)-E1A3-MM	1-Ethylbutyl S-2-dimethylaminoethyl ethylphosphonothiolate	1-Ethylbutyl S-2-dimethylaminoethyl ethylphosphonothiolate	
(623-37-0)-E1A3-PP	1-Ethylbutyl S-2-dipropylaminoethyl ethylphosphonothiolate	1-Ethylbutyl S-2-dipropylaminoethyl ethylphosphonothiolate	
(623-37-0)-E2B41-S(Na)	1-Ethylbutyl S-sodium ethylphosphonothiolate	1-Ethylbutyl S-sodium ethylphosphonothiolate	
(623-37-0)-M1A1	1-Ethylbutyl methylphosphonofluoridate	1-Ethylbutyl methylphosphonofluoridate	
(623-37-0)-M1A3-EE	1-Ethylbutyl S-2-diethylaminoethyl methylphosphonothiolate	1-Ethylbutyl S-2-diethylaminoethyl methylphosphonothiolate	
(623-37-0)-M1A3-II	1-Ethylbutyl S-2-diisopropylaminoethyl methylphosphonothiolate	1-Ethylbutyl S-2-diisopropylaminoethyl methylphosphonothiolate	
(623-37-0)-M1A3-MM	1-Ethylbutyl S-2-dimethylaminoethyl methylphosphonothiolate	1-Ethylbutyl S-2-dimethylaminoethyl methylphosphonothiolate	
(623-37-0)-M1A3-PP	1-Ethylbutyl S-2-dipropylaminoethyl methylphosphonothiolate	1-Ethylbutyl S-2-dipropylaminoethyl methylphosphonothiolate	
(623-37-0)-M2B41-(464-07-3)	1-Ethylbutyl pinacolyl methylphosphonate	1-Ethylbutyl pinacolyl methylphosphonate	
(623-37-0)-M2B41	1-Ethylbutyl methylphosphonate	1-Ethylbutyl methylphosphonate	
(623-37-0)-P1A1	1-Ethylbutyl propylphosphonofluoridate	1-Ethylbutyl propylphosphonofluoridate	
(623-93-8)-E1A1	1-Butylpentyl ethylphosphonofluoridate	1-Butylpentyl ethylphosphonofluoridate	
(623-93-8)-I1A1	1-Butylpentyl isopropylphosphonofluoridate	1-Butylpentyl isopropylphosphonofluoridate	
(623-93-8)-M1A1	1-Butylpentyl methylphosphonofluoridate	1-Butylpentyl methylphosphonofluoridate	
(623-93-8)-M2B41-(623-93-8)	Bis(1-butylpentyl) methylphosphonate	Bis(1-butylpentyl) methylphosphonate	
(623-93-8)-M2B41	1-Butylpentyl methylphosphonate	1-Butylpentyl methylphosphonate	
(623-93-8)-M2B45	O-(1-Butylpentyl) methylphosphonothionate	O-(1-Butylpentyl) methylphosphonothionate	
(623-93-8)-P1A1	1-Butylpentyl propylphosphonofluoridate	1-Butylpentyl propylphosphonofluoridate	
(624-51-1)-E1A1	1-Ethylheptyl ethylphosphonofluoridate	1-Ethylheptyl ethylphosphonofluoridate	
(624-51-1)-I1A1	1-Ethylheptyl isopropylphosphonofluoridate	1-Ethylheptyl isopropylphosphonofluoridate	
(624-51-1)-M1A1	1-Ethylheptyl methylphosphonofluoridate	1-Ethylheptyl methylphosphonofluoridate	
(624-51-1)-P1A1	1-Ethylheptyl propylphosphonofluoridate	1-Ethylheptyl propylphosphonofluoridate	
(624-95-3)-E1A1	"3,3-Dimethylbutyl ethylphosphonofluoridate"	"3,3-Dimethylbutyl ethylphosphonofluoridate"	
(624-95-3)-E2B45-O(Na)	"O-3,3-Dimethylbutyl-O-sodium ethylphosphonothionate"	"O-3,3-Dimethylbutyl-O-sodium ethylphosphonothionate"	
(624-95-3)-I1A1	"3,3-Dimethylbutyl isopropylphosphonofluoridate"	"3,3-Dimethylbutyl isopropylphosphonofluoridate"	
(624-95-3)-M2B41-S(Na)	"3,3-Dimethylbutyl S-sodium methylphosphonothiolate"	"3,3-Dimethylbutyl S-sodium methylphosphonothiolate"	
(626-89-1)-I1A1	4-Methylpentyl isopropylphosphonofluoridate	4-Methylpentyl isopropylphosphonofluoridate	
(626-89-1)-P1A1	4-Methylpentyl propylphosphonofluoridate	4-Methylpentyl propylphosphonofluoridate	
(626-93-7)-1A2-EM	1-Methylpentyl N-ethyl-N-methylphosphoramidocyanidate	1-Methylpentyl N-ethyl-N-methylphosphoramidocyanidate	
(626-93-7)-E1A1	1-Methylpentyl ethylphosphonofluoridate	1-Methylpentyl ethylphosphonofluoridate	
(626-93-7)-E1A3-EE	1-Methylpentyl S-2-diethylaminoethyl ethylphosphonothiolate	1-Methylpentyl S-2-diethylaminoethyl ethylphosphonothiolate	
(626-93-7)-E1A3-II	1-Methylpentyl S-2-diisopropylaminoethyl ethylphosphonothiolate	1-Methylpentyl S-2-diisopropylaminoethyl ethylphosphonothiolate	
(626-93-7)-E1A3-MM	1-Methylpentyl S-2-dimethylaminoethyl ethylphosphonothiolate	1-Methylpentyl S-2-dimethylaminoethyl ethylphosphonothiolate	
(626-93-7)-E1A3-PP	1-Methylpentyl S-2-dipropylaminoethyl ethylphosphonothiolate	1-Methylpentyl S-2-dipropylaminoethyl ethylphosphonothiolate	
(626-93-7)-E2B41-S(Na)	1-Methylpentyl S-sodium ethylphosphonothiolate	1-Methylpentyl S-sodium ethylphosphonothiolate	
(626-93-7)-E2B45-O(Na)	O-1-Methylpentyl O-sodium ethylphosphonothionate	O-1-Methylpentyl O-sodium ethylphosphonothionate	
(626-93-7)-I1A1	1-Methylpentyl isopropylphosphonofluoridate	1-Methylpentyl isopropylphosphonofluoridate	
