CASNO	Substances
75-66-1	2-METHYL-2-PROPANTHIOL
75-68-3	"1-CHLOR-1,1-DIFLUORETHAN"
75-69-4	TRICHLORFLUORMETHAN
75-71-8	DICHLORDIFLUORMETHAN
75-72-9	CHLORTRIFLUORMETHAN
75-73-0	TETRAFLUORMETHAN
75-74-1	"Plumbane, tetramethyl-"
75-75-2	METHANSULFONSYRE
75-76-3	TETRAMETHYLSILAN
75-77-4	TRIMETHYLSILICIUMCHLORID
75-78-5	DIMETHYLSILICIUMDICHLORID
75-79-6	TRICHLOR(METHYL)SILAN
75-83-2	"2,2-DIMETHYLBUTAN"
75-84-3	"1-Propanol, 2,2-dimethyl-"
75-85-4	2-METHYL-2-BUTANOL
75-86-5	2-HYDROXY-2-METHYLPROPIONONITRIL
75-87-6	TRICHLORACETALDEHYD
75-88-7	"Ethane, 2-chloro-1,1,1-trifluoro-"
75-89-8	"2,2,2-TRIFLUORETHANOL"
75-91-2	tert-BUTYLHYDROPEROXID
75-92-3	hydroxymethansulfonsyre
75-93-4	"SULFURIC ACID, MONOMETHYL ESTER"
75-94-5	
75-98-9	"Propanoic acid, 2,2-dimethyl-"
75-99-0	"2,2-diklooripropionihappo"
76-01-7	PENTACHLORETHAN
76-03-9	TRICHLOREDDIKESYRE
76-05-1	TRIFLUOREDDIKESYRE
76-06-2	"Methane, trichloronitro-"
76-13-1	"1,1,2-TRICHLOR-1,2,2-TRIFLUORETHAN"
76-14-2	"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-"
76-15-3	CHLORPENTAFLUORETHAN
76-16-4	HEXAFLUORETHAN
76-19-7	OCTAFLUORPROPAN
76-22-2	"BICYCLO(2.2.1)HEPTAN-2-ONE, 1,7,7-TRIMETHYL-"
76-25-5	"Pregna-1,4-diene-3,20-dione, 9-fluoro-11,21-dihydroxy-16,17-[(1-methylethylidene)bis(oxy)]-, (11.beta.,16.alpha.)-"
76-44-8	Heptakloori
76-49-3	"BICYCLO(2.2.1)HEPTAN-2-OL, 1,7,7-TRIMETHYL-, ACETATE, ENDO-"
76-59-5	"PHENOL, 4,4'-(3H-2,1-BENZOXATHIOL-3-YLIDENE)BIS(2-BROMO-3-METHYL-6-(1-METHYLETHYL)-, S,S-DIOXIDE"
76-60-8	"PHENOL, 4,4'-(3H-2,1-BENZOXATHIOL-3-YLIDENE)BIS(2,6-DIBROMO-3-METHYL-, S,S-DIOXIDE"
76-61-9	"Phenol, 4,4'-(3H-2,1-benzoxathiol-3-ylidene)bis[5-methyl-2-(1-methylethyl)-, S,S-dioxide"
76-73-3	"2,4,6(1H,3H,5H)-Pyrimidinetrione, 5-(1-methylbutyl)-5-(2-propenyl)-"
76-74-4	"2,4,6(1H,3H,5H)-Pyrimidinetrione, 5-ethyl-5-(1-methylbutyl)-"
76-75-5	"4,6(1H,5H)-Pyrimidinedione, 5-ethyldihydro-5-(1-methylbutyl)-2-thioxo-"
76-87-9	"Stannane, hydroxytriphenyl-"
76-96-0	"Aziridine, 1,1',1''-phosphinothioylidynetris[2-methyl-"
76-99-3	METHADON
77-06-5	"Gibb-3-ene-1,10-dicarboxylic acid, 2,4a,7-trihydroxy-1-methyl-8-methylene-, 1,4a-lactone, (1.alpha.,2.beta.,4a.alpha.,4b.beta.,10.beta.)-"
77-08-7	"1,1'-Spirobi[1H-indene]-5,5',6,6'-tetrol, 2,2',3,3'-tetrahydro-3,3,3',3'-tetramethyl-"
77-09-8	PHENOLPHTHALEIN
77-24-7	"Propanedioic acid, ethyl(3-methylbutyl)-, diethyl ester"
77-26-9	"2,4,6(1H,3H,5H)-PYRIMIDINETRIONE, 5-(2-METHYLPROPYL)-5-(2-PROPENYL)-"
77-42-9	"2-Penten-1-ol, 2-methyl-5-(2-methyl-3-methylenebicyclo[2.2.1]hept-2-yl)-, [1.alpha.,2.alpha.(Z),4.alpha.]-"
77-47-4	HEXACHLORCYCLOPENTADIEN
77-48-5	"1,3-DIBROM-5,5-DIMETHYLHYDANTOIN"
77-49-6	"1,3-PROPANEDIOL, 2-METHYL-2-NITRO-"
77-51-0	"Benzeneacetonitrile, .alpha.-[2-(dimethylamino)propyl]-.alpha.-(1-methylethyl)-"
77-53-2	"1H-3A,7-METHANOAZULEN-6-OL, OCTAHYDRO-3,6,8,8-TETRAMETHYL-,(3R-(3.ALPHA.,3A.BETA.,6.ALPHA.,7.BETA.,8A.ALPHA.))-"
77-54-3	"1H-3A,7-METHANOAZULEN-6-OL, OCTAHYDRO-3,6,8,8-TETRAMETHYL-,ACETATE, (3R-(3.ALPHA.,3A.BETA.,6.ALPHA.,7.BETA.,8A.ALPHA.))-"
77-55-4	"CYCLOPENTANECARBOXYLIC ACID, 1-PHENYL-"
77-58-7	DIBUTYLTINDILAURAT
77-61-2	"Phenol, 2,4-dimethyl-6-(1-methylcyclohexyl)-"
77-62-3	"PHENOL, 2,2'-METHYLENEBIS(4-METHYL-6-(1-METHYLCYCLOHEXYL)-"
77-63-4	"Cyclotetrasiloxane, 2,4,6,8-tetramethyl-2,4,6,8-tetraphenyl-"
77-68-9	"Propanoic acid, 2-methyl-, 3-hydroxy-2,2,4-trimethylpentyl ester"
77-71-4	"5,5-DIMETHYL-2,4-IMIDAZOLIDINDION"
77-73-6	DICYCLOPENTADIEN
77-76-9	"2,2-DIMETHOXYPROPAN"
77-77-0	"Ethene, 1,1'-sulfonylbis-"
77-78-1	DIMETHYLSULFAT
77-83-8	"OXIRANECARBOXYLIC ACID, 3-METHYL-3-PHENYL-, ETHYL ESTER"
77-85-0	"2-(HYDROXYMETHYL)-2-METHYL-1,3-PROPANDIOL"
77-86-1	"2-AMINO-2-(HYDROXYMETHYL)-1,3-PROPANDIOL"
77-89-4	"1,2,3-PROPANETRICARBOXYLIC ACID, 2-(ACETYLOXY)-, TRIETHYL ESTER"
77-90-7	"1,2,3-PROPANETRICARBOXYLIC ACID, 2-(ACETYLOXY)-, TRIBUTYL ESTER"
77-91-8	"ETHANAMINIUM, 2-HYDROXY-N,N,N-TRIMETHYL-, SALT WITH 2-HYDROXY-1,2,3-PROPANETRICARBOXYLIC ACID (1:1)"
77-92-9	CITRONSYRE
77-93-0	"1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, TRIETHYL ESTER"
77-94-1	"1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, TRIBUTYL ESTER"
77-98-5	"ETHANAMINIUM, N,N,N-TRIETHYL-, HYDROXIDE"
77-99-6	propylidyntrimethanol
78-00-2	TETRAETHYLBLY
78-04-6	"1,3,2-DIOXASTANNEPIN-4,7-DIONE, 2,2-DIBUTYL-"
78-06-8	"6H-1,3,2-Oxathiastannin-6-one, 2,2-dibutyldihydro-"
78-07-9	TRIETHOXYETHYLSILAN
78-08-0	VINYLTRIETHOXYSILAN
78-10-4	TETRAETHYLSILICAT
78-11-5	PENTAERYTHRITOLTETRANITRAT
78-18-2	1-HYDROXY-1'-HYDROPEROXYDICYCLOHEXYLPEROXID
78-20-6	"1,3,2-Oxathiastannolan-5-one, 2,2-dibutyl-"
78-21-7	"Morpholinium, 4-ethyl-4-hexadecyl-, ethyl sulfate"
78-22-8	"9-OCTADECENOIC ACID, 12-HYDROXY-, 3-HYDROXY-2,2-BIS(HYDROXYMETHYL)PROPYL ESTER, (R-(Z))-"
78-24-0	"1,3-PROPANEDIOL, 2,2-BIS((3-HYDROXY-2,2-BIS(HYDROXYMETHYL)PROPOXY)METHYL)-"
78-26-2	"1,3-PROPANEDIOL, 2-METHYL-2-PROPYL-"
78-27-3	1-ETHYNYLCYCLOHEXANOL
78-30-8	TRIS(2-METHYLPHENYL)PHOSPHAT
78-32-0	TRIS(4-METHYLPHENYL)PHOSPHAT
78-33-1	"PHENOL, 4-(1,1-DIMETHYLETHYL)-, PHOSPHATE (3:1)"
78-34-2	"1,4-Dioksaani-2,3-diyyli-O,O,O’,O’-tetraetyylidi(fosforiditioaatti)"
78-35-3	"PROPANOIC ACID, 2-METHYL-, 1-ETHENYL-1,5-DIMETHYL-4-HEXENYLESTER"
78-36-4	"BUTANOIC ACID, 1-ETHENYL-1,5-DIMETHYL-4-HEXENYL ESTER"
78-37-5	"2-Propenoic acid, 3-phenyl-, 1-ethenyl-1,5-dimethyl-4-hexenyl ester"
78-38-6	"PHOSPHONIC ACID, ETHYL-, DIETHYL ESTER"
78-40-0	TRIETHYLPHOSPHAT
78-42-2	TRIS(2-ETHYLHEXYL)PHOSPHAT
78-48-8	"Phosphorotrithioic acid, S,S,S-tributyl ester"
78-50-2	"Phosphine oxide, trioctyl-"
78-51-3	TRI(BUTOXYETHYL)PHOSPHAT
78-57-9	menatsoni
78-59-1	ISOPHORON
78-62-6	"Silane, diethoxydimethyl-"
78-63-7	"PEROXIDE, (1,1,4,4-TETRAMETHYL-1,4-BUTANEDIYL)BIS((1,1-DIMETHYLETHYL)"
78-66-0	"4-Octyne-3,6-diol, 3,6-dimethyl-"
78-67-1	"2,2'-DIMETHYL-2,2'-AZODIPROPIONITRIL"
78-69-3	"3,7-DIMETHYL-3-OCTANOL"
78-70-6	"3,7-DIMETHYL-1,6-OCTADIEN-3-OL"
78-77-3	1-BROM-2-METHYLPROPAN
78-78-4	2-METHYLBUTAN
78-79-5	ISOPREN
78-81-9	"1-Propanamine, 2-methyl-"
78-82-0	"Propanenitrile, 2-methyl-"
78-83-1	2-METHYLPROPAN-1-OL
78-84-2	ISOBUTYRALDEHYD
78-86-4	"Butane, 2-chloro-"
78-87-5	"1,2-DICHLORPROPAN"
78-88-6	"1-Propene, 2,3-dichloro-"
78-90-0	"propan-1,2-diamin"
78-92-2	BUTAN-2-OL (USPEC.)
78-93-3	BUTANON
78-94-4	3-BUTEN-2-ONE
78-95-5	1-CHLOR-2-PROPANON
78-96-6	1-AMINO-2-PROPANOL
78-99-9	"Propane, 1,1-dichloro-"
79-00-5	"1,1,2-TRICHLORETHAN"
79-01-6	TRICHLORETHYLEN
79-02-7	DICHLORACETALDEHYD
79-03-8	PROPIONYLCHLORID
79-04-9	CHLORACETYLCHLORID
79-06-1	ACRYLAMID
79-07-2	2-CHLORACETAMID
79-08-3	BROMEDDIKESYRE
79-09-4	PROPIONSYRE
79-10-7	ACRYLSYRE
79-11-8	MONOCHLOREDDIKESYRE
79-14-1	HYDROXYEDDIKESYRE
79-16-3	N-Metyylasetamidi
79-20-9	METHYLACETAT
79-21-0	PEROXYEDDIKESYRE
79-22-1	"Carbonochloridic acid, methyl ester"
79-24-3	NITROETHAN
79-25-4	"METHANESULFINIC ACID, HYDROXY-"
79-27-6	"Ethane, 1,1,2,2-tetrabromo-"
79-29-8	"2,3-DIMETHYLBUTAN"
79-30-1	Isobutyryylikloridi
79-31-2	2-methylpropansyre
79-33-4	L-MÆLKESYRE
79-34-5	"1,1,2,2-TETRACHLORETHAN"
79-36-7	DICHLORACETYLCHLORID
79-38-9	CHLORTRIFLUORETHEN
79-39-0	METHACRYLAMID
79-41-4	METHACRYLSYRE
79-42-5	"PROPANOIC ACID, 2-MERCAPTO-"
79-43-6	"Acetic acid, dichloro-"
79-44-7	DIMETHYLCARBAMOYLCHLORID
79-45-8	"CARBAMIC ACID, DIMETHYLDITHIO-"
79-46-9	2-NITROPROPAN
79-50-5	"2(3H)-FURANONE, DIHYDRO-3-HYDROXY-4,4-DIMETHYL-, (.+-.)-"
79-55-0	"PIPERIDINE, 1,2,2,6,6-PENTAMETHYL-"
79-57-2	"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, [4S-(4.alpha.,4a.alpha.,5.alpha.,5a.alpha.,6.beta.,12a.alpha.)]-"
79-69-6	"3-BUTEN-2-ONE, 4-(2,5,6,6-TETRAMETHYL-2-CYCLOHEXEN-1-YL)-"
79-74-3	"1,4-BENZENEDIOL, 2,5-BIS(1,1-DIMETHYLPROPYL)-"
79-76-5	"3-Buten-2-one, 4-(2,2-dimethyl-6-methylenecyclohexyl)-"
79-77-6	"3-BUTEN-2-ONE, 4-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-, (E)-"
79-78-7	"1,6-HEPTADIEN-3-ONE, 1-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-"
79-80-1	"Retinol, 3,4-didehydro-"
79-81-2	"RETINOL, HEXADECANOATE"
79-89-0	"3-BUTEN-2-ONE, 3-METHYL-4-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-"
79-90-3	"1,6-HEXANEDIAMINIUM, N,N,N',N'-TETRAMETHYL-N,N'-BIS(1-METHYL-3-(2,2,6-TRIMETHYLCYCLOHEXYL)PROPYL)-, DICHLORIDE"
79-92-5	(+)-CAMPHEN
79-94-7	"2,2',6,6'-TETRABROM-4,4'-ISOPROPYLIDENDIPHENOL"
79-96-9	"PHENOL, 4,4'-(1-METHYLETHYLIDENE)BIS(2-(1,1-DIMETHYLETHYL)-"
80-00-2	"Benzene, 1-chloro-4-(phenylsulfonyl)-"
80-04-6	"2,2-BIS(4-HYDROXYCYCLOHEXYL)PROPAN"
80-05-7	BISPHENOL-A
80-06-8	"1,1-bis(4-Kloorifenyyli)etanoli"
80-07-9	"1,1'-SULFONYLBIS(4-CHLOROBENZEN)"
80-08-0	"4,4'-SULFONYLBISANILIN"
80-09-1	"4,4'-SULFONYLBISPHENOL"
80-10-4	DICHLORDIPHENYLSILAN
80-15-9	1-METHYL-1-PHENYLETHYLHYDROPEROXID
80-25-1	"CYCLOHEXANEMETHANOL, .ALPHA.,.ALPHA.,4-TRIMETHYL-, ACETATE"
80-26-2	"3-CYCLOHEXENE-1-METHANOL, .ALPHA.,.ALPHA.,4-TRIMETHYL-, ACETATE"
80-27-3	"3-Cyclohexene-1-methanol, .alpha.,.alpha.,4-trimethyl-, propanoate"
80-32-0	"BENZENESULFONAMIDE, 4-AMINO-N-(6-CHLORO-3-PYRIDAZINYL)-"
80-33-1	klorfensoni (ISO)
80-38-6	4-kloorifenyylibentseenisulfonaatti
80-39-7	N-ETHYL-p-TOLUENSULFONAMID
80-40-0	"BENZENESULFONIC ACID, 4-METHYL-, ETHYL ESTER"
80-42-2	"Benzenesulfonic acid, propyl ester"
80-43-3	BIS(1-METHYL-1-PHENYLETHYL)PEROXID
80-46-6	"4-(1,1-DIMETHYLPROPYL)PHENOL"
80-47-7	8-p-Mentanyylihydroperoksidi
80-48-8	"BENZENESULFONIC ACID, 4-METHYL-, METHYL ESTER"
80-51-3	"BENZENESULFONIC ACID, 4,4'-OXYBIS-, DIHYDRAZIDE"
80-52-4	"1,8-DIAMINO-P-MENTHAN"
80-53-5	"Cyclohexanemethanol, 4-hydroxy-.alpha.,.alpha.,4-trimethyl-"
80-54-6	"BENZENEPROPANAL, 4-(1,1-DIMETHYLETHYL)-.ALPHA.-METHYL-"
80-56-8	2-PINEN (USPEC.)
80-58-0	"Butanoic acid, 2-bromo-"
80-59-1	"2-Butenoic acid, 2-methyl-, (E)-"
80-62-6	methylmethacrylat
80-68-2	DL-THREONINE
80-70-6	"1,1,3,3-TETRAMETHYLGUANIDIN"
80-71-7	"2-CYCLOPENTEN-1-ONE, 2-HYDROXY-3-METHYL-"
80-73-9	"2-Imidazolidinone, 1,3-dimethyl-"
81-06-1	"2-Naphthalenesulfonic acid, 1-amino-"
81-07-2	SACCHARIN
81-11-8	"BENZENESULFONIC ACID, 2,2'-(1,2-ETHENEDIYL)BIS(5-AMINO-"
81-13-0	"BUTANAMIDE, 2,4-DIHYDROXY-N-(3-HYDROXYPROPYL)-3,3-DIMETHYL-, (R)-"
81-14-1	"ETHANONE, 1-(4-(1,1-DIMETHYLETHYL)-2,6-DIMETHYL-3,5-DINITROPHENYL)-"
81-15-2	"1-(1,1-DIMETHYLETHYL)-3,5-DIMETHYL-2,4,6-TRINITROBENZEN"
81-23-2	"Cholan-24-oic acid, 3,7,12-trioxo-, (5.beta.)-"
81-24-3	"Ethanesulfonic acid, 2-[[(3.alpha.,5.beta.,7.alpha.,12.alpha.)-3,7,12-trihydroxy-24-oxocholan-24-yl]amino]-"
81-27-6	"(9,9'-BIANTHRACENE)-2,2'-DICARBOXYLIC ACID, 5,5'-BIS(.BETA.-D-GLUCOPYRANOSYLOXY)-9,9',10,10'-TETRAHYDRO-4,4'-DIHYDROXY-10,10'-DIOXO-, (R*,R*)-"
81-33-4	"ANTHRA(2,1,9-DEF:6,5,10-D'E'F')DIISOQUINOLINE-1,3,8,10(2H,9H)-TETRONE"
81-39-0	"3H-DIBENZ(F,IJ)ISOQUINOLINE-2,7-DIONE, 3-METHYL-6-((4-METHYLPHENYL)AMINO)-"
81-42-5	"9,10-ANTHRACENEDIONE, 1,4-DIAMINO-2,3-DICHLORO-"
81-48-1	C.I. SOLVENT VIOLET 13
81-64-1	"1,4-DIHYDROXY-9,10-ANTHRACENDION"
81-68-5	"BENZENESULFONAMIDE, N-(4-AMINO-9,10-DIHYDRO-3-METHOXY-9,10-DIOXO-1-ANTHRACENYL)-4-METHYL-"
81-77-6	C.I. PIGMENT BLUE 60
81-81-2	WARFARIN (USPEC.)
81-82-3	kumakloori (ISO)
81-88-9	"9-(2-CARBOXYPHENYL)-3,6-BIS(DIETHYLAMINO)XANTHYLIUMCHLORID"
81-94-7	"9,10-ANTHRACENEDIONE, 1-((7-OXO-7H-BENZ(DE)ANTHRACEN-3-YL)AMINO)-"
82-16-6	"9,10-ANTHRACENEDIONE, 1,8-BIS((4-METHYLPHENYL)AMINO)-"
82-33-7	"9,10-Anthracenedione, 1,4-diamino-5-nitro-"
82-38-2	C.I. SOLVENT RED 111
82-66-6	Difasinoni
82-68-8	"Benzene, pentachloronitro-"
82-71-3	"2,4,6-Trinitroresorsinoli"
83-07-8	"3H-Pyrazol-3-one, 4-amino-1,2-dihydro-1,5-dimethyl-2-phenyl-"
83-08-9	"1H-Indene-1,3(2H)-dione, 2-(2-quinolinyl)-"
83-12-5	"1H-Indene-1,3(2H)-dione, 2-phenyl-"
83-26-1	pindoni
83-32-9	ACENAPHTHEN
83-34-1	"1H-INDOLE, 3-METHYL-"
83-41-0	"Benzene, 1,2-dimethyl-3-nitro-"
83-43-2	"PREGNA-1,4-DIENE-3,20-DIONE, 11,17,21-TRIHYDROXY-6-METHYL-,(6.ALPHA.,11.BETA.)-"
83-45-4	"Stigmastan-3-ol, (3.beta.,5.alpha.)-"
83-46-5	(3.BETA.)-STIGMAST-5-EN-3-OL
83-48-7	"Stigmasta-5,22-dien-3-ol, (3.beta.,22E)-"
83-54-5	"4(1H)-Quinolinone, 1-methyl-"
83-56-7	"1,5-Naphthalenediol"
83-59-0	"dipropyyli-6,7-metyleenidioksi-1,2,3,4-tetrahydro-3-metyylinaftaleeni-1,2-dikarboksylaatti"
83-62-5	"2-ANTHRACENESULFONIC ACID, 1-AMINO-9,10-DIHYDRO-9,10-DIOXO-"
83-66-9	"6-tert-BUTYL-3-METHYL-2,4-DINITROANISOL"
83-67-0	"1H-Purine-2,6-dione, 3,7-dihydro-3,7-dimethyl-"
83-72-7	"1,4-Naphthalenedione, 2-hydroxy-"
83-73-8	"8-QUINOLINOL, 5,7-DIIODO-"
83-79-4	ROTENON
83-86-3	"MYO-INOSITOL, HEXAKIS(DIHYDROGEN PHOSPHATE)"
83-88-5	B2-VITAMIN
83-98-7	"Ethanamine, N,N-dimethyl-2-[(2-methylphenyl)phenylmethoxy]-"
84-02-6	"10H-Phenothiazine, 2-chloro-10-[3-(4-methyl-1-piperazinyl)propyl]-, (Z)-2-butenedioate (1:2)"
84-15-1	"1,1':2',1''-Terphenyl"
84-32-2	"2-Anthracenecarboxylic acid, 3-chloro-9,10-dihydro-9,10-dioxo-"
84-51-5	2-ETHYLANTHRAQUINON
84-61-7	DICYCLOHEXYLPHTHALAT
84-65-1	"9,10-ANTHRACENDION"
84-66-2	DIETHYLPHTHALAT
84-69-5	DIISOBUTYLPHTHALAT
84-74-2	DIBUTYLPHTHALAT
84-75-3	"1,2-Benzenedicarboxylic acid, dihexyl ester"
84-77-5	DIDECYLPHTHALAT
84-80-0	"1,4-Naphthalenedione, 2-methyl-3-(3,7,11,15-tetramethyl-2-hexadecenyl)-, [R-[R*,R*-(E)]]-"
85-00-7	DIQUAT DIBROMID
85-01-8	PHENANTHREN
85-18-7	"1H-Purine-2,6-dione, 8-chloro-3,7-dihydro-1,3-dimethyl-"
85-32-5	5'-Guanylic acid
85-34-7	"2,3,6-trikloorifenyylietikkahappo"
85-41-6	PHTHALIMID
85-42-7	"CYCLOHEXAN-1,2-DICARBOXYLSYREANHYDRID (USPEC.)"
85-43-8	"1,2,3,6-TETRAHYDROPHTHALSYREANHYDRID (USPEC.)"
85-44-9	PHTHALSYREANHYDRID
85-47-2	1-Naphthalenesulfonic acid
85-52-9	"Benzoic acid, 2-benzoyl-"
85-60-9	"PHENOL, 4,4'-BUTYLIDENEBIS(2-(1,1-DIMETHYLETHYL)-5-METHYL-"
85-68-7	BENZYLBUTYLPHTHALAT
85-70-1	"1,2-Benzenedicarboxylic acid, 2-butoxy-2-oxoethyl butyl ester"
85-83-6	"2-NAPHTHALENOL, 1-((2-METHYL-4-((2-METHYLPHENYL)AZO)PHENYL)AZO)-"
85-85-8	"2-Naphthalenol, 1-(2-pyridinylazo)-"
85-86-9	C.I. SOLVENT RED 23
85-91-6	2-(METHYLAMINO)BENZOSYREMETHYLESTER
85-98-3	"UREA, N,N'-DIETHYL-N,N'-DIPHENYL-"
86-19-1	"11H-Benzo[a]carbazole-3-carboxamide, 2-hydroxy-N-(4-methoxyphenyl)-"
86-30-6	N-NITROSODIPHENYLAMIN
86-39-5	2-CHLORTHIOXANTHEN-9-ON
86-40-8	"Acridinium, 3,6-diamino-10-methyl-, chloride"
86-48-6	"2-Naphthalenecarboxylic acid, 1-hydroxy-"
86-50-0	"Phosphorodithioic acid, O,O-dimethyl S-[(4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl] ester"
86-56-6	"N,N-DIMETHYL-1-NAPHTHALENAMIN"
86-73-7	9H-Fluorene
86-74-8	9H-Carbazole
86-77-1	2-DIBENZOFURANOL
86-86-2	1-Naphthaleneacetamide
86-87-3	1-NAPHTHYLEDDIKESYRE
86-88-4	Antu (ISO)
86-90-8	"1,3-ISOBENZOFURANDIONE, 5-BROMO-"
86-92-0	"3H-PYRAZOL-3-ONE, 2,4-DIHYDRO-5-METHYL-2-(4-METHYLPHENYL)-"
86-93-1	"1,2-DIHYDRO-1-PHENYL-5H-TETRAZOL-5-THION"
86-98-6	"4,7-DICHLORQUINOLIN"
87-02-5	"2-Naphthalenesulfonic acid, 7-amino-4-hydroxy-"
87-17-2	2-HYDROXY-N-PHENYLBENZAMID
87-19-4	"BENZOIC ACID, 2-HYDROXY-, 2-METHYLPROPYL ESTER"
87-20-7	"BENZOIC ACID, 2-HYDROXY-, 3-METHYLBUTYL ESTER"
87-22-9	"BENZOIC ACID, 2-HYDROXY-, 2-PHENYLETHYL ESTER"
87-32-1	"DL-TRYPTOPHAN, N-ACETYL-"
87-33-2	"D-GLUCITOL, 1,4:3,6-DIANHYDRO-, DINITRATE"
87-41-2	1(3H)-Isobenzofuranone
87-44-5	"BICYCLO(7.2.0)UNDEC-4-ENE, 4,11,11-TRIMETHYL-8-METHYLENE-, (1R-(1R*,4E,9S*))-"
87-58-1	"1H-PYRROLE, 2,3,4,5-TETRAIODO-"
87-59-2	"2,3-XYLIDIN"
87-60-5	"Benzenamine, 3-chloro-2-methyl-"
87-61-6	"Benzene, 1,2,3-trichloro-"
87-62-7	"2,6-XYLIDIN"
87-66-1	"1,2,3-TRIHYDROXYBENZEN"
87-67-2	"ETHANAMINIUM, 2-HYDROXY-N,N,N-TRIMETHYL-, SALT WITH (R-(R*,R*))-2,3-DIHYDROXYBUTANEDIOIC ACID (1:1)"
87-68-3	"1,3-Butadiene, 1,1,2,3,4,4-hexachloro-"
87-69-4	VINSYRE
87-78-5	MANNITOL (USPEC.)
87-84-3	"Cyclohexane, 1,2,3,4,5-pentabromo-6-chloro-"
87-86-5	PENTACHLORPHENOL
87-89-8	MYO-INOSITOL
87-90-1	TRICHLORISOCYANURSYRE
87-91-2	"BUTANEDIOIC ACID, 2,3-DIHYDROXY- (R-(R*,R*))-, DIETHYL ESTER"
87-92-3	"BUTANEDIOIC ACID, 2,3-DIHYDROXY- (R-(R*,R*))-, DIBUTYL ESTER"
87-97-8	"PHENOL, 2,6-DI-TERT-BUTYL-4-METHOXYMETHYL-"
87-99-0	XYLITOL
88-00-6	"BUTANOIC ACID, 2,4-DICHLORO-3-OXO-, ETHYL ESTER"
88-04-0	"4-CHLOR-3,5-DIMETHYLPHENOL"
88-05-1	"2,4,6-TRIMETHYLANILIN"
88-06-2	"2,4,6-TRICHLORPHENOL"
88-09-5	"Butanoic acid, 2-ethyl-"
88-10-8	dietyylikarbamyylikloridi
88-12-0	1-VINYL-2-PYRROLIDON
88-14-2	2-Furancarboxylic acid
88-18-6	o-tert-BUTYLPHENOL
88-19-7	2-TOLUENSULFONAMID
88-20-0	2-METHYLBENZENSULFONSYRE
88-24-4	"2,2'-METHYLENEBIS(6-(1,1-DIMETHYLETHYL)-4-ETHYLPHENOL)"
88-26-6	"BENZENEMETHANOL, 3,5-BIS(1,1-DIMETHYLETHYL)-4-HYDROXY-"
88-27-7	"PHENOL, 4-((DIMETHYLAMINO)METHYL)-2,6-BIS(1,1-DIMETHYLETHYL)-"
88-32-4	"3-(1,1-DIMETHYLETHYL)-4-METHOXYPHENOL"
88-41-5	"2-(1,1-DIMETHYLETHYL)CYCLOHEXYL ACETAT"
88-44-8	"Benzenesulfonic acid, 2-amino-5-methyl-"
88-51-7	"Benzenesulfonic acid, 2-amino-4-chloro-5-methyl-"
88-53-9	"Benzenesulfonic acid, 2-amino-5-chloro-4-methyl-"
88-58-4	"2,5-DI-TERT-BUTYLHYDROQUINON"
88-60-8	"PHENOL, 2-(1,1-DIMETHYLETHYL)-5-METHYL-"
88-67-5	"BENZOIC ACID, 2-IODO-"
88-68-6	"Benzamide, 2-amino-"
88-72-2	2-NITROTOLUEN
88-73-3	1-CHLOR-2-NITROBENZEN
88-74-4	"Nitroaniliini, o- [1], m-[2] ja p-[3]"
88-84-6	"Azulene, 1,2,3,4,5,6,7,8-octahydro-1,4-dimethyl-7-(1-methylethylidene)-, (1S-cis)-"
88-85-7	Dinosebi
88-88-0	"2-kloori-1,3,5-trinitrobentseeni"
88-89-1	"2,4,6-TRINITROPHENOL"
88-95-9	"1,2-BENZENEDICARBONYL DICHLORIDE"
88-97-1	"Benzoic acid, 2-(aminocarbonyl)-"
88-98-2	"1,2,3,6-TETRAHYDROPHTHALSYRE (USPEC.)"
88-99-3	PHTHALSYRE
89-05-4	PYROMELLITSYRE
89-08-7	"1,2-BENZENEDICARBOXYLIC ACID, 4-SULFO-"
89-25-8	"2,4-DIHYDRO-5-METHYL-2-PHENYL-3H-PYRAZOL-3-ON"
89-32-7	PYROMELLITSYREDIANHYDRID
89-43-0	"BENZOIC ACID, 2-((7-HYDROXY-3,7-DIMETHYLOCTYLIDENE)AMINO)-,METHYL ESTER"
89-46-3	"Benzoic acid, 2-hydroxy-, 5-methyl-2-(1-methylethyl)cyclohexyl ester, (1.alpha.,2.beta.,5.alpha.)-"
89-48-5	"CYCLOHEXANOL, 5-METHYL-2-(1-METHYLETHYL)-, ACETATE, (1.ALPHA.,2.BETA.,5.ALPHA.)-"
89-54-3	"Benzoic acid, 5-amino-2-chloro-"
89-57-6	5-AMINOSALICYLSYRE
89-59-8	"Benzene, 4-chloro-1-methyl-2-nitro-"
89-62-3	"Benzenamine, 4-methyl-2-nitro-"
